Id	Entry	Left	Right	LeftStoich	RightStoich	Name
4168008	PS180abcpp	4137590 4134977 4139369	4139369 4134734 4137584 4139255	-1.0 -1.0 -1.0	1.0 1.0 1.0 1.0	Phosphatidylserine transport via ABC system (n-C18:0, periplasm)
4168011	N4Tg	4140121 4136416	4137005 4140117 4137584	-1.0 -1.0	1.0 1.0 1.0	N4Tg
4168014	ADPGLC	4137590 4134739	4134846 4137584 4137224	-1.0 -1.0	1.0 2.0 1.0	ADPGLC
4168017	CF3Hg	4137010 4137590	4137013 4137584 4137503	-1.0 -1.0	1.0 1.0 1.0	CF3Hg
4168020	GRDPth	4137532	4137532	-1.0	1.0	Geranyl pyrophosphate transport
4168023	EGLUCe	4137590 4136266	4136265	-124.0 -1.0	125.0	Endoglucanase (beta-1,4 glc) (extracellular)
4168026	CBIAT	4135228 4137584 4134977	4139303 4134729	-1.0 -1.0 -1.0	1.0 1.0	Cobinamide adenyltransferase
4168031	EX_4nphsf_e	4134484		-1.0		EX 4nphsf e
4168033	GACPAILter	4137253	4137253	-1.0	1.0	GACPAILter
4168036	VPAMTr	4134355 4134800	4140171 4139456	-1.0 -1.0	1.0 1.0	Valine-pyruvate aminotransferase
4168041	GLUVESSEC	4134977 4137590 4137432	4134734 4139255 4137432 4137584	-1.0 -1.0 -1.0	1.0 1.0 1.0 1.0	GLUVESSEC
4168048	FAOXC240220x	4138749 4138672 4138187 4136379 4137590	4135175 4137584 4138673 4137591 4134609	-1.0 -1.0 -1.0 -1.0 -1.0	1.0 1.0 1.0 1.0 1.0	Beta oxidation of long chain fatty acid
4168049	GLYCTO1p	4137452 4138749	4137591 4137440	-1.0 -1.0	1.0 1.0	GLYCTO1p
4168051	SUCCt	4139758	4139758	-1.0	1.0	Succinate transport via diffusion
4168053	G3PEabcpp	4137238 4134977 4137590	4139255 4137584 4137238 4134734	-1.0 -1.0 -1.0	1.0 1.0 1.0 1.0	Sn-glycerol-3-phosphoethanolamine transport via ABC system (periplasm)
4168055	APSR	4139961 4134902	4139690 4137584 4139959 4134846	-1.0 -1.0	1.0 2.0 1.0 1.0	APSR
4168058	PI35BP5P_SC	4139424 4137590	4139255 4139430	-0.01 -1.0	1.0 0.01	1 phosphatidylinositol 3 5 bisphosphate 5 phosphatase  yeast specific
4168061	LPSe	4137590 4139833	4136541 4137584 4139550	-1.0 -1.0	1.0 1.0 1.0	LPSe
4168063	RADH	4139515 4137590 4138672	4137584 4138673 4139523	-1.0 -1.0 -1.0	2.0 1.0 1.0	RADH
4168070	MTHFR3_1	4138675 4137584 4138542	4134545 4138674	-1.0 -1.0 -1.0	1.0 1.0	MTHFR3
4168072	EX_alac__S_e	4134798		-1.0		EX alac S LPAREN e RPAREN 
4168075	LPS2	4137590 4136541	4137584 4138366 4139544	-1.0 -1.0	1.0 1.0 1.0	LPS2
4168077	4ABUTthi	4134415 4137584	4137584 4134415	-1.0 -1.0	1.0 1.0	Gamma-aminobutyric acid permease, chloroplast
4168078	LPS3	4138366 4137590	4137584 4139545 4137446	-1.0 -1.0	1.0 1.0 1.0	LPS3
4168080	SUCD4	4137048 4139462	4137047 4139463	-1.0 -1.0	1.0 1.0	Succinate dehyrdogenase
4168083	SUCD3	4137048 4139457	4139464 4137047	-1.0 -1.0	1.0 1.0	Succinate dehydrogenase cytochrome b
4168086	EX_pro__D_e	4139345		-1.0		EX pro  D e
4168089	MDHm_1	4138754 4138673 4137584	4138378 4138672	-1.0 -1.0 -1.0	1.0 1.0	Malate dehydrogenase, mitochondrial
4168091	ACMANAt2	4137584 4134666	4137584 4134666	-1.0 -1.0	1.0 1.0	N acetyl D mannosamine proton symport
4168093	SCYSSL_1	4137564 4139635	4137584 4137562 4139690 4136524	-2.0 -1.0	1.0 1.0 1.0 1.0	SCYSSL
4168095	PSIIred	4139235 4137590 4139307	4138750 4139308	-4.0 -2.0 -2.0	1.0 2.0	Photosystem II (red light-activated)
4168098	MCLACCYSR	4136524 4138440 4138672	4138441 4137584 4138673	-1.0 -1.0 -1.0	1.0 1.0 1.0	MCLACCYSR
4168101	12PPDRtex	4133964	4133964	-1.0	1.0	(R)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)
4168102	LNS14DMx	4137584 4138158 4138673 4138749	4137590 4138672 4134409 4137132	-2.0 -1.0 -3.0 -3.0	4.0 3.0 1.0 1.0	Cytochrome P450 lanosterol 14 alpha demethylase  NAD 
4168105	SUCD1	4139758 4137047	4137210 4137048	-1.0 -1.0	1.0 1.0	Succinate dehydrogenase
4168106	GACMTRc	4137569 4134843	4136435 4137584 4134765	-1.0 -1.0	1.0 1.0 1.0	GACMTRc
4168125	LNS14DMr	4138675 4138158 4138749 4137584	4137132 4134409 4138674 4137590	-3.0 -1.0 -3.0 -2.0	1.0 1.0 3.0 4.0	LNS14DMr
4168128	ASNGLNNaEx	4137413 4138666 4134951	4137413 4138666 4134951	-1.0 -1.0 -1.0	1.0 1.0 1.0	ASNGLNNaEx
4168130	EX_apnnox_e	4134882		-1.0		EX apnnox e
4168132	PIter	4139255	4139255	-1.0	1.0	PIter
4168134	PI3P3Pn_cho	4138949 4137590	4138993 4139255	-1.0 -1.0	1.0 1.0	Phosphatidylinositol-3-phosphate 3-phosphatase, nuclear
4168136	PItex	4139255	4139255	-1.0	1.0	Phosphate transport via diffusion (extracellular to periplasm)
4168138	ELAIDCRNt	4136947	4136947	-1.0	1.0	ELAIDCRNt
4168141	ACOADAGAT18111Z18111Z160	4133944 4139274	4139803 4136379	-1.0 -1.0	1.0 1.0	Acyl-CoA: diacylglycerol acyltransferase (16:0)
4168143	ALLTNti	4134822	4134822	-1.0	1.0	Allantoin irreversible uniport
4168145	4ABUTtcn	4134415	4134415	-1.0	1.0	Transport of GABA
4168147	ALLTNtm	4137584 4134822	4134822 4137584	-1.0 -1.0	1.0 2.0	Allantoin permease, mitochondrial
4168149	RAFH	4137590 4139499	4137144 4138417	-1.0 -1.0	1.0 1.0	Raffinose hydrolyzing enzyme
4168152	EX_v5_e	4140166		-1.0		Vanadium(V) exchange
4168155	OMEPRAZOLEte	4138818	4138818	-1.0	1.0	OMEPRAZOLEte
4168157	EX_slfcys_e	4139684		-1.0		Exchange reaction for sulfocysteine
4168159	ORNabcpp	4137590 4134977 4138828	4138828 4137584 4139255 4134734	-1.0 -1.0 -1.0	1.0 1.0 1.0 1.0	Ornithine transport via ABC system (periplasm)
4168166	AGPAT181_9	4134030 4138798	4134705 4138863	-1.0 -1.0	1.0 1.0	1-octadec-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18 1)
4168169	PYDX5Ptm	4139451	4139451	-1.0	1.0	PYDX5Ptm
4168172	SUCLm	4139758 4136379 4134977 4137584	4134734 4139255 4139759	-1.0 -1.0 -1.0 -1.0	1.0 1.0 1.0	Succinyl-CoA ligase (ADP-forming)
4168174	HDHh	4137590 4138672 4137790	4137787 4137584 4138673	-1.0 -2.0 -1.0	1.0 3.0 2.0	Histidinol dehydrogenase, chloroplast
4168176	TAGAH1819Z18111Z160	4139815 4137590	4137584 4133949 4137745	-1.0 -1.0	1.0 1.0 1.0	Triacylglycerol acylhydrolase (18:1(9Z)/18:1(11Z)/16:0)
4168179	PACOAL	4134977 4136379 4138842	4139297 4138883 4134846	-1.0 -1.0 -1.0	1.0 1.0 1.0	Pinolenic acid:CoA ligase (AMP-forming)
4168181	ST3GAL61g	4136351 4137261	4137584 4136349 4134687	-1.0 -1.0	1.0 1.0 1.0	ST3GAL61g
4168187	OROATP	4137584 4138831	4138831 4137584	-1.0 -1.0	1.0 1.0	OROATP
4168189	THYMDtl	4139925	4139925	-1.0	1.0	THYMDtl
4168192	THYMDtm	4139925	4139925	-1.0	1.0	THYMDtm
4168194	AKGMALth	4134791 4138378	4138378 4134791	-1.0 -1.0	1.0 1.0	AKG/malate antiport
4168196	AMPtex	4134846	4134846	-1.0	1.0	AMP transport via diffusion (extracellular to periplasm)
4168197	H7ET2er	4139105 4136954	4136541 4137519	-1.0 -1.0	1.0 1.0	H7ET2er
4168200	ALAALAD_1	4137590 4134796	4134799	-1.0 -1.0	2.0	D alanine D alanine dipeptidase
4168206	EHGLAT2m	4136923 4138754	4134958 4134430	-1.0 -1.0	1.0 1.0	EHGLAT2m
4168209	RAI1	4139515	4139516	-1.0	1.0	RAI1
4168218	HYPOE	4139448 4137590	4139449 4139255	-1.0 -1.0	1.0 1.0	Hypothetical enyme
4168226	AKGMALtm	4138378 4134791	4134791 4138378	-1.0 -1.0	1.0 1.0	AKGMALtm
4168228	ACCOAC_1	4134609 4137584 4135234	4138374 4135020	-1.0 -1.0 -1.0	1.0 1.0	Acetyl-CoA carboxylase (biotin-dependent)
4168231	PRADPh	4137590 4139316	4139315 4139297 4137584	-1.0 -1.0	1.0 1.0 4.0	Phosphoribosyl-ATP diphosphatase, chloroplast
4168233	APRGSTRNte	4134898	4134898	-1.0	1.0	APRGSTRNte
4168236	2AMACHYD	4137590 4134095	4138706 4139456	-1.0 -1.0	1.0 1.0	2AMACHYD
4168239	RAI4	4138827	4133968	-1.0	1.0	RAI4
4168242	EX_cdp_e	4135250		-1.0		CDP(3-) exchange
4168244	RAI2	4139515	4139518	-1.0	1.0	RAI2
4168247	RAI3	4139523	4133969	-1.0	1.0	RAI3
4168250	TAGAH1819Z18111Z180	4139816 4137590	4133949 4137584 4138768	-1.0 -1.0	1.0 1.0 1.0	Triacylglycerol acylhydrolase (18:1(9Z)/18:1(11Z)/18:0)
4168253	DGDGW3DS1839Z12Z15Z1634Z7Z10Z	4138675 4138749 4137060 4136654	4137062 4137590 4136661 4138674	-4.0 -1.0 -1.0 -1.0	1.0 2.0 1.0 4.0	Omega-3 desaturase (18:3(9Z,12Z,15Z)/16:3(4Z,7Z,10Z)) (DGDG)
4168256	ST3GAL62g	4136351 4137271	4134690 4136349 4137584	-1.0 -1.0	1.0 1.0 1.0	ST3GAL62g
4168259	PGAM1_PhosHydro	4137590 4139128	4139456 4139255	-1.0 -1.0	1.0 1.0	PGAM1 PhosHydro
4168261	FUCtly	4137209	4137209	-1.0	1.0	FUCtly
4168263	3PEPTabcpp	4138152 4134977 4137590	4137584 4139255 4138152 4134734	-1.0 -1.0 -1.0	1.0 1.0 1.0 1.0	Tripeptide (LalaDgluMdap) transport via ABC system (periplasm)
4168266	ACOA60OR	4137885 4137047	4137880 4137048	-1.0 -1.0	1.0 1.0	Hexanoyl-CoA:(acceptor) 2,3-oxidoreductase
4168286	TAL	4139915	4138706 4134175	-1.0	1.0 1.0	Threonine ammonia-lyase
4168288	MOPSabc	4138580 4134977 4137590	4137584 4138580 4139255 4134734	-1.0 -1.0 -1.0	1.0 1.0 1.0 1.0	MOPS transport via ABC system
4168289	IGPS	4134101 4137584	4137590 4134340 4136377	-1.0 -1.0	1.0 1.0 1.0	Indole-3-glycerol-phosphate synthase
4168298	FUC14GALACGLCGALGLUSIDEtg	4137158	4137158	-1.0	1.0	FUC14GALACGLCGALGLUSIDEtg
4168300	MECOAS1m	4138449 4137566 4136379	4137354 4138448 4139255	-1.0 -1.0 -1.0	1.0 1.0 1.0	MECOAS1m
4168303	TAS	4134906 4136601	4136608 4139839	-1.0 -3.0	3.0 1.0	TAS
4168306	FUC14GALACGLCGALGLUSIDEte	4137158	4137158	-1.0	1.0	FUC14GALACGLCGALGLUSIDEte
4168308	EX_tcynt_e	4139853		-1.0		Thiocyanate exchange
4168310	BHBtpp	4135001 4137584	4135001 4137584	-1.0 -1.0	1.0 1.0	Transport of (r)-3-hydroxybutanoate [extraorganism-cytosol](passive)
4168312	EX_3mb_e	4134344		-1.0		3-Methylbutanoic acid exchange
4168314	GLXO2p	4137590 4138749 4137440	4137591 4138833 4137584	-1.0 -1.0 -1.0	1.0 1.0 1.0	GLXO2p
4168337	TAh	4139609 4137236	4137026 4136924	-1.0 -1.0	1.0 1.0	Transaldolase
4168345	DINSt2pp	4136777 4137584	4136777 4137584	-1.0 -1.0	1.0 1.0	Deoxyinosine transport in via proton symport (periplasm)
4168347	ACGPID_cho	4134658 4137590	4137513 4134596	-1.0 -1.0	1.0 1.0	N-acetylglucosaminylphosphatidylinositol deacetylase
4168348	PYRt4pp	4139456 4138666	4138666 4139456	-1.0 -1.0	1.0 1.0	Pyruvate transport via sodium symport
4168350	RAHY	4137584 4139523 4138749 4138675	4137590 4137834 4138674	-1.0 -1.0 -1.0 -1.0	1.0 1.0 1.0	RAHY
4169664	FAS160ACP	4137584 4138675 4138634 4138374	4136377 4139017 4137590 4138674 4136379	-3.0 -2.0 -1.0 -1.0	1.0 1.0 1.0 2.0 1.0	Fatty-acid biosynthesis (n-C16:0ACP)
4169666	GBEZ	4133980	4137590 4137453	-1.0	1.0 1.0	1 4 alpha glucan branching enzyme
4169668	SK_xan_c	4140186		-1.0		Sink xan c
4169670	PPRDNDH	4139305 4138672 4137590	4134511 4138673 4137584	-1.0 -1.0 -2.0	1.0 1.0 1.0	Piperideine dehydrogenase
4169672	CDPGD	4135256 4138675 4137584	4135255 4138674 4137590	-1.0 -1.0 -1.0	1.0 1.0 1.0	CDP-4-keto-6-deoxy-D-glucose-3-dehydrase
4169675	FGFTh	4137584 4139904 4137095	4137326 4138452 4137590	-3.0 -1.0 -1.0	1.0 1.0 1.0	N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide formyltransferase, chloroplast
4169682	SQD2_182_9_12	4133951 4137590 4140128	4137584 4139717 4140117	-1.0 -1.0 -1.0	1.0 1.0 1.0	Sulfoquinovosyltransferase  (n-C18 2)
4169685	FGFTm	4137584 4137095 4139904	4138452 4137590 4137326	-3.0 -1.0 -1.0	1.0 1.0 1.0	N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide formyltransferase, mitochondria
4169686	NACHEXA1ly	4136452 4137590	4137584 4134619 4139691 4136457	-1.0 -2.0	1.0 1.0 1.0 1.0	NACHEXA1ly
4169689	ACPpds	4137590 4134705	4134883 4139021 4137584	-1.0 -1.0	1.0 1.0 1.0	[acyl-carrier-protein] phosphodiesterase
4169691	CRNCDH	4136443	4137590 4136511	-1.0	1.0 1.0	Carnityl-CoA dehydratse
4169696	PLIPA1G161pp	4137590 4139151	4134088 4137584 4137748	-1.0 -1.0	1.0 1.0 1.0	Phospholipase A1 (phosphatidylglycerol, n-C16:1) (periplasm)
4169698	MIPCS126_SC	4137358 4137939	4138532 4137354 4137584	-1.0 -0.01	0.01 1.0 1.0	Mannose inositol phosphorylceramide synthase  ceramide 1  26C   yeast specific
4169701	ACNAMtn	4134683	4134683	-1.0	1.0	ACNAMtn
4169704	EX_paf_cho_e	4138886		-1.0		1-alkyl 2-acteylglycerol 3-phosphocholine (cho) exchange
4169706	EX_bzalc_e	4135041		-1.0		Benzyl alcohol exchange
4169708	QUINtex	4139466	4139466	-1.0	1.0	QUINtex
4169710	THMP	4139909 4137590	4139908 4139255	-1.0 -1.0	1.0 1.0	Thiamin phosphatase
4169712	DAGK_BS	4133956 4134977	4134734 4133930 4137584	-0.01 -1.0	1.0 0.01 1.0	Diacylglycerol kinase
4169713	GTHRDabcv	4134977 4137564 4137590	4137584 4134734 4137564 4139255	-1.0 -1.0 -1.0	1.0 1.0 1.0 1.0	Reduced glutathione via ABC system  vacuolar 
4169715	UAD	4140119 4137590	4134909 4140117 4137584	-1.0 -1.0	1.0 1.0 1.0	UDP-L-arabinose degradation
4169717	NADtn	4138672	4138672	-1.0	1.0	NAD transport  nuclear through pores
4169719	NADtm	4138672	4138672	-1.0	1.0	Nad transport, mitochondrial
4169721	ALOX15	4138749 4134914	4133982	-1.0 -1.0	1.0	ALOX15
4169727	4CMCOAS	4136379 4134977 4139784	4136421 4139297 4134846	-1.0 -1.0 -1.0	1.0 1.0 1.0	4CMCOAS
4169729	ALOX12	4134914 4138749	4133963	-1.0 -1.0	1.0	ALOX12
4169732	NADth	4138672	4138672	-1.0	1.0	Nad transport, chloroplast
4169734	RIBtex	4139534	4139534	-1.0	1.0	Ribose transport via diffusion (extracellular to periplasm)
4169736	PTRCt	4139439	4139439	-1.0	1.0	Puterscine transport (faciliated)
4169738	RAFHpp	4137590 4139499	4138417 4137144	-1.0 -1.0	1.0 1.0	Raffinose hydrolase
4169740	EX_acetone_e	4134612		-1.0		EX acetone e
4169743	EX_v4_e	4140165		-1.0		Vanadium(IV) exchange
4169746	NADts	4138672	4138672	-1.0	1.0	Nad transport, eyespot
4169748	NADtx	4138672	4138672	-1.0	1.0	Nad transport, glycosomal
4169750	OMHDEACIDTD	4138819	4138819	-1.0	1.0	Transport of w-hydroxydecanoic acid by diffusion
4169752	EX_spc_cho_e	4139692		-1.0		Sphingosylphosphorylcholine (cho) exchange
4169754	DAGK_EC	4134977 4133958	4138885 4137584 4134734	-1.0 -0.02	0.02 1.0 1.0	Diacylglycerol kinase
4169756	P45011A1m	4138749 4137584 4136308 4138675	4139338 4138674 4134478 4137590	-2.0 -1.0 -1.0 -1.0	1.0 1.0 1.0 2.0	P45011A1m
4169759	CRNCAR	4136443	4136445	-1.0	1.0	Carnitine-CoA racemase
4169765	SULR_1	4137592 4138674 4137590	4139690 4138675 4137584	-1.0 -3.0 -3.0	1.0 3.0 4.0	Sulfite reductase  NADPH2 
4169766	GTHAMPORm	4139690 4137584 4137562 4134846	4134902 4137564	-1.0 -1.0 -1.0 -1.0	1.0 2.0	AMP,sulfite:glutathione-disulfide oxidoreductase (adenosine-5'-phosphosulfate-forming), mitochondria
4169768	CORE7GTg	4140118 4139949	4140117 4136417 4137584	-1.0 -1.0	1.0 1.0 1.0	CORE7GTg
4169771	PGK_1	4133972 4134734	4134397 4134977	-1.0 -1.0	1.0 1.0	Phosphoglycerate kinase
4169772	FAOXC181_9Em	4138802 4137590 4136379 4137047 4138672	4137584 4138673 4137048 4134609 4135155	-1.0 -1.0 -1.0 -1.0 -1.0	1.0 1.0 1.0 1.0 1.0	Beta oxidation fatty acid
4169773	ALCD25xim	4137584 4138880 4138673	4134202 4138672	-1.0 -1.0 -1.0	1.0 1.0	Aldehyde dehydrogenase  2 phenylethanol  NAD   mitochondrial
4169776	BILGLCURt	4137742 4135004	4137742 4135004	-1.0 -1.0	1.0 1.0	BILGLCURt
4169779	OXAtp	4138833	4138833	-1.0	1.0	OXAtp
4169781	SELR	4138597 4139644	4137590 4138600 4139687	-1.0 -1.0	1.0 1.0 1.0	Selenate reductase
4169788	FTHFCL	4134977 4134527	4139255 4138452 4134734	-1.0 -1.0	1.0 1.0 1.0	5 formethyltetrahydrofolate cyclo ligase
4169790	THRD	4139915 4138672	4137584 4134098 4138673	-1.0 -1.0	1.0 1.0 1.0	L-threonine dehydrogenase
4169799	EX_djenk_e	4136780		-1.0		Djenkolate exchange
4169801	PI4P3K_cho	4138972 4134977	4137584 4134734 4138929	-1.0 -1.0	1.0 1.0 1.0	Phosphatidylinositol 4-phosphate 3-kinase
4169803	THRA	4137441 4134605	4139915	-1.0 -1.0	1.0	THRA
4169805	EX_triodthysuf_e	4139968		-1.0		EX triodthysuf e
4169807	CEPTC_18_2_18_2	4136556 4135260	4136349 4137584 4139049	-1.0 -1.0	1.0 1.0 1.0	CEPTC 18 2 18 2
4169810	LIPO4S24_BS	4135305 4136533	4136349 4137584 4138214	-2400.0 -1.0	2400.0 2400.0 1.0	Lipoteichoic acid synthesis  n24   linked  unsubstituted
4169812	CEPTC_18_2_18_1	4136555 4135260	4137584 4136349 4139048	-1.0 -1.0	1.0 1.0 1.0	Choline phosphotransferase (C18:2, C18:1)
4169815	MALEI	4138377	4137210	-1.0	1.0	MALEI
4169822	GAO2g_cho	4134609 4137550	4138758 4136379	-1.0 -1.0	1.0 1.0	Ganglioside O-acetylation
4169823	B3GALT3g_cho	4139896 4140118	4137331 4137584 4140117	-1.0 -1.0	1.0 1.0 1.0	Beta-1,3-galactosyltransferase 3
4169824	THRS	4139227 4137590	4139915 4139255	-1.0 -1.0	1.0 1.0	Threonine synthase
4169825	GTHAMPORh	4139690 4134846 4137584 4137562	4134902 4137564	-1.0 -1.0 -1.0 -1.0	1.0 2.0	AMP,sulfite:glutathione-disulfide oxidoreductase (adenosine-5'-phosphosulfate-forming), chloroplast
4169827	D_3AIBt	4134235	4134235	-1.0	1.0	D  3AIBt
4169832	APTNAT	4134791 4134511	4137432 4138840	-1.0 -1.0	1.0 1.0	APTNAT
4169840	HACD7_1	4134305 4138672	4137584 4138673 4134377	-1.0 -1.0	1.0 1.0 1.0	(S)-3-Hydroxyhexadecanoyl-CoA:NAD oxidoreductase
4169842	VALDHr	4140171 4138672 4137590	4138673 4138706 4137584 4134355	-1.0 -1.0 -1.0	1.0 1.0 1.0 1.0	Valine dehydrogenase
4169844	RNTR1c2	4134977 4137105 4137584	4137590 4137106 4136567	-1.0 -2.0 -2.0	1.0 2.0 1.0	Ribonucleoside-triphosphate reductase (ATP) (flavodoxin)
4169847	IG3PS	4137413 4139344	4136945 4134769 4137432 4137584	-1.0 -1.0	1.0 1.0 1.0 1.0	Imidazole-glycerol-3-phosphate synthase
4169856	MLTHFtm	4138542	4138542	-1.0	1.0	MLTHFtm
4169859	G3PAT160h	4137449 4139017	4134705 4134020	-1.0 -1.0	1.0 1.0	Glycerol-3-phosphate acyltransferase (C16:0)
4169860	RE0690C	4138749 4137590 4135384	4135388 4137591 4138706	-1.0 -1.0 -1.0	1.0 1.0 1.0	RE0690
4169861	5ADTSTSTERONESte	4134505	4134505	-1.0	1.0	5ADTSTSTERONESte
4169863	FASC181ACP	4137584 4138675 4138372 4139017	4137590 4138674 4134705 4138799 4136377	-2.0 -1.0 -1.0 -1.0	1.0 1.0 1.0 1.0 1.0	Fatty acid biosynthesis (n-C18:1)
4169865	ALOX52	4134536	4137590 4138171	-1.0	1.0 1.0	ALOX52
4169882	RE0690E	4137590 4135384 4138749	4138706 4135388 4137591	-1.0 -1.0 -1.0	1.0 1.0 1.0	RE0690
4169883	ACOADAGAT18111Z18111Z18111Z	4133944 4138780	4139805 4136379	-1.0 -1.0	1.0 1.0	Acyl-CoA: diacylglycerol acyltransferase (18:1(11Z))
4169885	FACOAL100p	4134977 4136570 4136379	4136573 4134846 4139297	-1.0 -1.0 -1.0	1.0 1.0 1.0	Fatty acid  CoA ligase  decanoate   peroxisomal
4169892	SERASr	4139654 4137584 4134977	4139297 4139651	-1.0 -1.0 -1.0	1.0 1.0	(L-seryl)adenylate synthase
4169897	ACTNt2r	4134712 4137584	4137584 4134712	-1.0 -1.0	1.0 1.0	ACTNt2r
4169900	AACOAR_syn	4138675 4137584 4134591	4134270 4138674	-1.0 -1.0 -1.0	1.0 1.0	Acetoacetyl CoA reductase
4169907	BTDD_RR	4135018 4138672	4137584 4138673 4134712	-1.0 -1.0	1.0 1.0 1.0	 R R  butanediol dehydrogenase
4169916	AKGDam	4138254 4137584 4134791	4136377 4139636	-1.0 -1.0 -1.0	1.0 1.0	Oxoglutarate dehydrogenase  lipoamide 
4169918	DURItn	4136914	4136914	-1.0	1.0	DURItn
4169920	FTHFDH	4138674 4133919 4137590	4139904 4137584 4138675 4136377	-1.0 -1.0 -1.0	1.0 1.0 1.0 1.0	FTHFDH
4169926	METSOX2abcpp	4137590 4138461 4134977	4134734 4137584 4139255 4138461	-1.0 -1.0 -1.0	1.0 1.0 1.0 1.0	L-methionine R-oxide transport via ABC system (periplasm)
4169928	GSPMDS	4139702 4134977 4137564	4137584 4134734 4139255 4137567	-1.0 -1.0 -1.0	1.0 1.0 1.0 1.0	Glutathionylspermidine synthetase
4169930	EX_fucfuc132galacglcgal14acglcgalgluside_cho_e	4137171		-1.0		V3Fuc,III3Fuc-nLc6Cer exchange
4169932	SUCCOAPET	4137590 4139759	4139758 4136379 4137584	-1.0 -1.0	1.0 1.0 1.0	Thioesterification of succinyl coa for release into cytosol
4169934	KARA1im	4138675 4134798 4137584	4134054 4138674	-1.0 -1.0 -1.0	1.0 1.0	Acetohydroxy acid isomeroreductase  mitochondrial
4169936	UGE	4140124	4140123	-1.0	1.0	UDP-glucuronate 4-epimerase
4169942	OMPHHX3	4134977 4138672 4134190 4137590	4138673 4134182 4134734 4137584 4139255	-2.0 -1.0 -1.0 -3.0	1.0 1.0 2.0 3.0 2.0	2-octaprenyl-6-methoxyphenol hydroxylase (anaerobic)
4169944	DAGK_HP	4134977 4133959	4134734 4138890 4137584	-1.0 -1.0	1.0 1.0 1.0	DAGK HP
4169947	GSPMDA	4137590 4137567	4139702 4137564	-1.0 -1.0	1.0 1.0	Glutathionylspermidine amidase
4169949	EX_2ddglcn_e	4134106		-1.0		2-Dehydro-3-deoxy-D-gluconate exchange
4169951	PI45P5Pn_cho	4137590 4138952	4138972 4139255	-1.0 -1.0	1.0 1.0	Phosphatidylinositol-4,5-bisphosphate 5-phosphatase, nuclear
4169953	RBPC	4136377 4139501 4137590	4137584 4134397	-1.0 -1.0 -1.0	2.0 2.0	Ribulose-bisphosphate carboxylase
4169954	ARAI	4134909	4139504	-1.0	1.0	L-arabinose isomerase
4169961	GALNACT4g	4140051 4136485	4137584 4140117 4136486	-1.0 -1.0	1.0 1.0 1.0	GALNACT4g
4169964	A4GALTc_cho	4140121 4137307	4139896 4140117 4137584	-1.0 -1.0	1.0 1.0 1.0	Lactosylceramide 4-alpha-galactosyltransferase
4169965	PSSA2_hs_18_0_20_4	4139654 4139114	4137000 4139393	-1.0 -1.0	1.0 1.0	PSSA2 hs 18 0 20 4
4169968	RBPI	4139468	4139501	-1.0	1.0	RBPI
4169974	AMETAMth	4134844	4134844	-1.0	1.0	S-Adenosylmethioninamine transport via diffusion, chloroplast
4169976	PLEUSA_SA2	4138179 4135285	4136349 4139266 4137584	-1.0 -0.02	1.0 0.02 1.0	Phosphatidylleucine Synthase (SA) 2
4169978	PA140abcpp	4137590 4134977 4138844	4139255 4138844 4134734 4137584	-1.0 -1.0 -1.0	1.0 1.0 1.0 1.0	Phosphatidate transport via ABC system (n-C14:0, periplasm)
4169981	LRAT	4139519 4139034	4138257 4139514	-1.0 -1.0	1.0 1.0	LRAT
4168641	XOLDIOLONEt	4140198	4140198	-1.0	1.0	XOLDIOLONEt
4168644	GALCTNLtex	4137285	4137285	-1.0	1.0	L-galactonate transport via diffusion (extracellular to periplasm)
4168646	RNTR2c2	4137566 4137584 4137105	4137590 4137106 4136687	-1.0 -2.0 -2.0	1.0 2.0 1.0	Ribonucleoside-triphosphate reductase (GTP) (flavodoxin)
4168649	4H2OGLTtm	4134430	4134430	-1.0	1.0	4 hydroxy 2 oxoglutarate mitochondrial transport via diffusion
4168651	BCTAh	4137432 4134356	4134791 4137918	-1.0 -1.0	1.0 1.0	Branched-chain-amino-acid transaminase, chloroplast
4168653	SELCYSTS	4139647 4139654	4139646 4137590	-1.0 -1.0	1.0 1.0	SELCYSTS
4168656	HETZK	4134474 4134977	4137584 4134734 4134477	-1.0 -1.0	1.0 1.0 1.0	Hydroxyethylthiazole kinase
4168663	EPISTESTH_SC	4136974 4137590	4140005 4137748 4136973 4137745 4138768 4137766 4137584 4138777	-0.01 -1.0	0.015 0.655 0.01 0.02 0.03 0.01 1.0 0.27	Episterol ester hydrolase  yeast specific
4168666	QUINtpp	4139466 4137584	4137584 4139466	-1.0 -1.0	1.0 1.0	QUINtpp
4168669	FUCGALFUCGALACGLCGALGLUSIDEte_cho	4137202	4137202	-1.0	1.0	Blood group intracellular transport
4168670	ASPt5n	4134958	4134958	-1.0	1.0	L aspartate nuclear transport via diffusion
4168672	HBZOPT6m_1	4134437 4138790	4139297 4134390	-1.0 -1.0	1.0 1.0	HBZOPT6m
4168674	INDPYRD	4137932 4137584	4137906 4136377	-1.0 -1.0	1.0 1.0	Indole 3 pyruvate decarboxylase
