ID	Entry	Name	Reference	Formula	Compartment ID	Compartment	Compartment (Integrated)	Model Metabolite ID	Model Metabolite Entry	Type	Bondary
1807517	M_xyl_DASH_D_c@MODELID_222668	D-Xylose		C5H10O5	1807178	C_c@MODELID_222668	CYTOSOL	2580544	xyl_DASH_D@MODELID_222668	SPECIE	
1807516	M_xyl_DASH_D_b@MODELID_222668	D-Xylose		C5H10O5	1807180	C_e@MODELID_222668	BOUNDARY	2580544	xyl_DASH_D@MODELID_222668	SPECIE	
1807507	M_trnagln_c@MODELID_222668	tRNA(Gln)		R	1807178	C_c@MODELID_222668	CYTOSOL	2580173	trnagln@MODELID_222668	SPECIE	
1807506	M_cdpchol_c@MODELID_222668	CDPcholine		C14H25N4O11P2	1807178	C_c@MODELID_222668	CYTOSOL	2580654	cdpchol@MODELID_222668	SPECIE	
1807505	M_duri_c@MODELID_222668	Deoxyuridine		C9H12N2O5	1807178	C_c@MODELID_222668	CYTOSOL	2580496	duri@MODELID_222668	SPECIE	
1807504	M_xylt_e@MODELID_222668	Xylitol		C5H12O5	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580108	xylt@MODELID_222668	SPECIE	
1807511	M_trdox_n@MODELID_222668	Oxidized thioredoxin		X	1807177	C_n@MODELID_222668	NUCLEUS	2580144	trdox@MODELID_222668	SPECIE	
1807510	M_ddca_x@MODELID_222668	Dodecanoate (n-C12:0)		C12H23O2	1807183	C_x@MODELID_222668	PEROXISOME	2580195	ddca@MODELID_222668	SPECIE	
1807509	M_trdox_c@MODELID_222668	Oxidized thioredoxin		X	1807178	C_c@MODELID_222668	CYTOSOL	2580144	trdox@MODELID_222668	SPECIE	
1807508	M_3hhdcoa_x@MODELID_222668	(S)-3-Hydroxyhexadecanoyl-CoA		C37H62N7O18P3S	1807183	C_x@MODELID_222668	PEROXISOME	2580160	3hhdcoa@MODELID_222668	SPECIE	
1807499	M_uri_e@MODELID_222668	Uridine		C9H12N2O6	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580294	uri@MODELID_222668	SPECIE	
1807498	M_uri_b@MODELID_222668	Uridine		C9H12N2O6	1807180	C_e@MODELID_222668	BOUNDARY	2580294	uri@MODELID_222668	SPECIE	
1807497	M_glx_c@MODELID_222668	Glyoxylate		C2H1O3	1807178	C_c@MODELID_222668	CYTOSOL	2580073	glx@MODELID_222668	SPECIE	
1807496	M_cbp_c@MODELID_222668	Carbamoyl phosphate		CH2NO5P	1807178	C_c@MODELID_222668	CYTOSOL	2580685	cbp@MODELID_222668	SPECIE	
1807503	M_duri_b@MODELID_222668	Deoxyuridine		C9H12N2O5	1807180	C_e@MODELID_222668	BOUNDARY	2580496	duri@MODELID_222668	SPECIE	
1807502	M_q6h2_m@MODELID_222668	Ubiquinol-6		C39H60O4	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580280	q6h2@MODELID_222668	SPECIE	
1807501	M_g1p_c@MODELID_222668	D-Glucose 1-phosphate		C6H11O9P	1807178	C_c@MODELID_222668	CYTOSOL	2580211	g1p@MODELID_222668	SPECIE	
1807500	M_skm5p_c@MODELID_222668	Shikimate 5-phosphate		C7H8O8P	1807178	C_c@MODELID_222668	CYTOSOL	2580076	skm5p@MODELID_222668	SPECIE	
1807491	M_hexc_c@MODELID_222668	hexacosanoate (n-C26:0)		C26H51O2	1807178	C_c@MODELID_222668	CYTOSOL	2580143	hexc@MODELID_222668	SPECIE	
1807490	M_xylt_b@MODELID_222668	Xylitol		C5H12O5	1807180	C_e@MODELID_222668	BOUNDARY	2580108	xylt@MODELID_222668	SPECIE	
1807489	M_duri_e@MODELID_222668	Deoxyuridine		C9H12N2O5	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580496	duri@MODELID_222668	SPECIE	
1807488	M_3hxccoa_x@MODELID_222668	(S)-3-Hydroxyhexacosyl-CoA		C47H82N7O18P3S	1807183	C_x@MODELID_222668	PEROXISOME	2580570	3hxccoa@MODELID_222668	SPECIE	
1807495	M_uri_c@MODELID_222668	Uridine		C9H12N2O6	1807178	C_c@MODELID_222668	CYTOSOL	2580294	uri@MODELID_222668	SPECIE	
1807494	M_alltn_e@MODELID_222668	Allantoin		C4H6N4O3	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580442	alltn@MODELID_222668	SPECIE	
1807493	M_alltn_b@MODELID_222668	Allantoin		C4H6N4O3	1807180	C_e@MODELID_222668	BOUNDARY	2580442	alltn@MODELID_222668	SPECIE	
1807492	M_alltn_c@MODELID_222668	Allantoin		C4H6N4O3	1807178	C_c@MODELID_222668	CYTOSOL	2580442	alltn@MODELID_222668	SPECIE	
1807547	M_sql_c@MODELID_222668	Squalene		C30H50	1807178	C_c@MODELID_222668	CYTOSOL	2580351	sql@MODELID_222668	SPECIE	
1807546	M_dgtp_c@MODELID_222668	dGTP		C10H12N5O13P3	1807178	C_c@MODELID_222668	CYTOSOL	2580399	dgtp@MODELID_222668	SPECIE	
1807545	M_ptd4ino_SC_n@MODELID_222668	phosphatidyl-1D-myo-4-inositol, yeast specific		C4140H7544O1600P200	1807177	C_n@MODELID_222668	NUCLEUS	2580445	ptd4ino_SC@MODELID_222668	SPECIE	
1807544	M_13BDglcn_b@MODELID_222668	_1,3-beta-D-Glucan		C6H10O5	1807180	C_e@MODELID_222668	BOUNDARY	2580614	13BDglcn@MODELID_222668	SPECIE	
1807551	M_ergtetrol_r@MODELID_222668	Ergosta-5,7,22,24,(28)-tetraen-3beta-ol		C28H42O	1807179	C_r@MODELID_222668	RETICULUM	2580249	ergtetrol@MODELID_222668	SPECIE	
1807550	M_L2aadp6sa_c@MODELID_222668	L-2-Aminoadipate 6-semialdehyde		C6H11NO3	1807178	C_c@MODELID_222668	CYTOSOL	2580109	L2aadp6sa@MODELID_222668	SPECIE	
1807549	M_sql_r@MODELID_222668	Squalene		C30H50	1807179	C_r@MODELID_222668	RETICULUM	2580351	sql@MODELID_222668	SPECIE	
1807548	M_pdx5p_c@MODELID_222668	Pyridoxine 5'-phosphate		C8H10NO6P	1807178	C_c@MODELID_222668	CYTOSOL	2580131	pdx5p@MODELID_222668	SPECIE	
1807539	M_thymd_e@MODELID_222668	Thymidine		C10H14N2O5	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580439	thymd@MODELID_222668	SPECIE	
1807538	M_dscl_c@MODELID_222668	dihydrosirohydrochlorin		C42H41N4O16	1807178	C_c@MODELID_222668	CYTOSOL	2580225	dscl@MODELID_222668	SPECIE	
1807537	M_cer1_24_c@MODELID_222668	Ceramide-1 (Sphinganine:n-C24:0)		C42H85NO3	1807178	C_c@MODELID_222668	CYTOSOL	2580490	cer1_24@MODELID_222668	SPECIE	
1807536	M_13BDglcn_c@MODELID_222668	_1,3-beta-D-Glucan		C6H10O5	1807178	C_c@MODELID_222668	CYTOSOL	2580614	13BDglcn@MODELID_222668	SPECIE	
1807543	M_paps_c@MODELID_222668	_3'-Phosphoadenylyl sulfate		C10H11N5O13P2S	1807178	C_c@MODELID_222668	CYTOSOL	2580622	paps@MODELID_222668	SPECIE	
1807542	M_macchitppdol_g@MODELID_222668	beta-D-Mannosyldiacetylchitobiosyldiphosphodolichol		C37H64N2O22P2	1807181	C_g@MODELID_222668	GOLGI	2580536	macchitppdol@MODELID_222668	SPECIE	
1807541	M_lpam_m@MODELID_222668	Lipoamide		C8H15NOS2	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580127	lpam@MODELID_222668	SPECIE	
1807540	M_aproa_c@MODELID_222668	_3-Aminopropanal		C3H8NO	1807178	C_c@MODELID_222668	CYTOSOL	2580508	aproa@MODELID_222668	SPECIE	
1807531	M_phthr_c@MODELID_222668	O-Phospho-4-hydroxy-L-threonine		C4H8NO7P	1807178	C_c@MODELID_222668	CYTOSOL	2580357	phthr@MODELID_222668	SPECIE	
1807530	M_adp_v@MODELID_222668	ADP		C10H12N5O10P2	1807182	C_v@MODELID_222668	VACUOLE	2580153	adp@MODELID_222668	SPECIE	
1807529	M_ergtetrol_c@MODELID_222668	Ergosta-5,7,22,24,(28)-tetraen-3beta-ol		C28H42O	1807178	C_c@MODELID_222668	CYTOSOL	2580249	ergtetrol@MODELID_222668	SPECIE	
1807528	M_adprib_m@MODELID_222668	ADPribose		C15H21N5O14P2	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580390	adprib@MODELID_222668	SPECIE	
1807535	M_13BDglcn_e@MODELID_222668	_1,3-beta-D-Glucan		C6H10O5	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580614	13BDglcn@MODELID_222668	SPECIE	
1807534	M_ch4s_c@MODELID_222668	Methanethiol		CH4S	1807178	C_c@MODELID_222668	CYTOSOL	2580349	ch4s@MODELID_222668	SPECIE	
1807533	M_adp_x@MODELID_222668	ADP		C10H12N5O10P2	1807183	C_x@MODELID_222668	PEROXISOME	2580153	adp@MODELID_222668	SPECIE	
1807532	M_ind3ac_m@MODELID_222668	Indole-3-acetate		C10H8NO2	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580427	ind3ac@MODELID_222668	SPECIE	
1807523	M_adprib_c@MODELID_222668	ADPribose		C15H21N5O14P2	1807178	C_c@MODELID_222668	CYTOSOL	2580390	adprib@MODELID_222668	SPECIE	
1807522	M_od2coa_x@MODELID_222668	trans-Octadec-2-enoyl-CoA		C39H64N7O17P3S	1807183	C_x@MODELID_222668	PEROXISOME	2580089	od2coa@MODELID_222668	SPECIE	
1807521	M_3pg_c@MODELID_222668	_3-Phospho-D-glycerate		C3H4O7P	1807178	C_c@MODELID_222668	CYTOSOL	2580289	3pg@MODELID_222668	SPECIE	
1807520	M_thymd_c@MODELID_222668	Thymidine		C10H14N2O5	1807178	C_c@MODELID_222668	CYTOSOL	2580439	thymd@MODELID_222668	SPECIE	
1807527	M_adp_m@MODELID_222668	ADP		C10H12N5O10P2	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580153	adp@MODELID_222668	SPECIE	
1807526	M_ind3ac_c@MODELID_222668	Indole-3-acetate		C10H8NO2	1807178	C_c@MODELID_222668	CYTOSOL	2580427	ind3ac@MODELID_222668	SPECIE	
1807525	M_adp_n@MODELID_222668	ADP		C10H12N5O10P2	1807177	C_n@MODELID_222668	NUCLEUS	2580153	adp@MODELID_222668	SPECIE	
1807524	M_hdd2coa_x@MODELID_222668	trans-Hexadec-2-enoyl-CoA		C37H60N7O17P3S	1807183	C_x@MODELID_222668	PEROXISOME	2580573	hdd2coa@MODELID_222668	SPECIE	
1807579	M_ps_SC_g@MODELID_222668	phosphatidylserine, yeast-specific		C3840H7144N100O1000P100	1807181	C_g@MODELID_222668	GOLGI	2580086	ps_SC@MODELID_222668	SPECIE	
1807578	M_hxan_e@MODELID_222668	Hypoxanthine		C5H4N4O	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580216	hxan@MODELID_222668	SPECIE	
1807577	M_mip2c226_SC_c@MODELID_222668	mannose-(inositol-P)2-ceramide, ceramide-2 (26C), yeast-specific		C6200H11900N100O2500P200	1807178	C_c@MODELID_222668	CYTOSOL	2580320	mip2c226_SC@MODELID_222668	SPECIE	
1807576	M_hxan_b@MODELID_222668	Hypoxanthine		C5H4N4O	1807180	C_e@MODELID_222668	BOUNDARY	2580216	hxan@MODELID_222668	SPECIE	
1807583	M_2pg_c@MODELID_222668	D-Glycerate 2-phosphate		C3H4O7P	1807178	C_c@MODELID_222668	CYTOSOL	2580331	2pg@MODELID_222668	SPECIE	
1807582	M_ocdcaACP_c@MODELID_222668	Octadecanoyl-ACP (n-C18:0ACP)		C29H55N2O8PRS	1807178	C_c@MODELID_222668	CYTOSOL	2580649	ocdcaACP@MODELID_222668	SPECIE	
1807581	M_lys_DASH_L_c@MODELID_222668	L-Lysine		C6H15N2O2	1807178	C_c@MODELID_222668	CYTOSOL	2580403	lys_DASH_L@MODELID_222668	SPECIE	
1807580	M_lys_DASH_L_b@MODELID_222668	L-Lysine		C6H15N2O2	1807180	C_e@MODELID_222668	BOUNDARY	2580403	lys_DASH_L@MODELID_222668	SPECIE	
1807571	M_aps_c@MODELID_222668	Adenosine 5'-phosphosulfate		C10H12N5O10PS	1807178	C_c@MODELID_222668	CYTOSOL	2580409	aps@MODELID_222668	SPECIE	
1807570	M_ddcacoa_x@MODELID_222668	Dodecanoyl-CoA (n-C12:0CoA)		C33H54N7O17P3S	1807183	C_x@MODELID_222668	PEROXISOME	2580365	ddcacoa@MODELID_222668	SPECIE	
1807569	M_ps_SC_v@MODELID_222668	phosphatidylserine, yeast-specific		C3840H7144N100O1000P100	1807182	C_v@MODELID_222668	VACUOLE	2580086	ps_SC@MODELID_222668	SPECIE	
1807568	M_ocdcea_c@MODELID_222668	octadecenoate (n-C18:1)		C18H33O2	1807178	C_c@MODELID_222668	CYTOSOL	2580408	ocdcea@MODELID_222668	SPECIE	
1807575	M_hxan_c@MODELID_222668	Hypoxanthine		C5H4N4O	1807178	C_c@MODELID_222668	CYTOSOL	2580216	hxan@MODELID_222668	SPECIE	
1807574	M_ddcacoa_c@MODELID_222668	Dodecanoyl-CoA (n-C12:0CoA)		C33H54N7O17P3S	1807178	C_c@MODELID_222668	CYTOSOL	2580365	ddcacoa@MODELID_222668	SPECIE	
1807573	M_tglp_c@MODELID_222668	N-Tetradecanoylglycylpeptide		C18H32N2O4R	1807178	C_c@MODELID_222668	CYTOSOL	2580546	tglp@MODELID_222668	SPECIE	
1807572	M_ps_SC_m@MODELID_222668	phosphatidylserine, yeast-specific		C3840H7144N100O1000P100	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580086	ps_SC@MODELID_222668	SPECIE	
1807563	M_35cdamp_c@MODELID_222668	_3',5'-Cyclic dAMP		C10H11N5O5P	1807178	C_c@MODELID_222668	CYTOSOL	2580273	35cdamp@MODELID_222668	SPECIE	
1807562	M_acgam1p_c@MODELID_222668	N-Acetyl-D-glucosamine 1-phosphate		C8H14NO9P	1807178	C_c@MODELID_222668	CYTOSOL	2580633	acgam1p@MODELID_222668	SPECIE	
1807561	M_ump_c@MODELID_222668	UMP		C9H11N2O9P	1807178	C_c@MODELID_222668	CYTOSOL	2580180	ump@MODELID_222668	SPECIE	
1807560	M_pan4p_c@MODELID_222668	Pantetheine 4'-phosphate		C11H21N2O7PS	1807178	C_c@MODELID_222668	CYTOSOL	2580429	pan4p@MODELID_222668	SPECIE	
1807567	M_ocdcea_b@MODELID_222668	octadecenoate (n-C18:1)		C18H33O2	1807180	C_e@MODELID_222668	BOUNDARY	2580408	ocdcea@MODELID_222668	SPECIE	
1807566	M_ocdcea_e@MODELID_222668	octadecenoate (n-C18:1)		C18H33O2	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580408	ocdcea@MODELID_222668	SPECIE	
1807565	M_pan4p_m@MODELID_222668	Pantetheine 4'-phosphate		C11H21N2O7PS	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580429	pan4p@MODELID_222668	SPECIE	
1807564	M_ump_n@MODELID_222668	UMP		C9H11N2O9P	1807177	C_n@MODELID_222668	NUCLEUS	2580180	ump@MODELID_222668	SPECIE	
1807555	M_4hpro_DASH_LT_c@MODELID_222668	trans-4-Hydroxy-L-proline		C5H9NO3	1807178	C_c@MODELID_222668	CYTOSOL	2580051	4hpro_DASH_LT@MODELID_222668	SPECIE	
1807554	M_r1p_m@MODELID_222668	alpha-D-Ribose 1-phosphate		C5H9O8P	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580440	r1p@MODELID_222668	SPECIE	
1807553	M_ptd4ino_SC_c@MODELID_222668	phosphatidyl-1D-myo-4-inositol, yeast specific		C4140H7544O1600P200	1807178	C_c@MODELID_222668	CYTOSOL	2580445	ptd4ino_SC@MODELID_222668	SPECIE	
1807552	M_4hpro_DASH_LT_m@MODELID_222668	trans-4-Hydroxy-L-proline		C5H9NO3	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580051	4hpro_DASH_LT@MODELID_222668	SPECIE	
1807559	M_ptd2meeta_SC_c@MODELID_222668	Phosphatidyl-N-dimethylethanolamine		C3940H7644N100O800P100	1807178	C_c@MODELID_222668	CYTOSOL	2580547	ptd2meeta_SC@MODELID_222668	SPECIE	
1807558	M_mipc326_SC_c@MODELID_222668	mannose-inositol phosphorylceramide, ceramide-3 (26C)		C5600H10900N100O1800P100	1807178	C_c@MODELID_222668	CYTOSOL	2580678	mipc326_SC@MODELID_222668	SPECIE	
1807557	M_adp_c@MODELID_222668	ADP		C10H12N5O10P2	1807178	C_c@MODELID_222668	CYTOSOL	2580153	adp@MODELID_222668	SPECIE	
1807556	M_r1p_c@MODELID_222668	alpha-D-Ribose 1-phosphate		C5H9O8P	1807178	C_c@MODELID_222668	CYTOSOL	2580440	r1p@MODELID_222668	SPECIE	
1807611	M_thym_e@MODELID_222668	Thymine		C5H6N2O2	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580163	thym@MODELID_222668	SPECIE	
1807610	M_glu_DASH_L_c@MODELID_222668	L-Glutamate		C5H8NO4	1807178	C_c@MODELID_222668	CYTOSOL	2580081	glu_DASH_L@MODELID_222668	SPECIE	
1807609	M_amp_x@MODELID_222668	AMP		C10H12N5O7P	1807183	C_x@MODELID_222668	PEROXISOME	2580344	amp@MODELID_222668	SPECIE	
1807608	M_4abut_c@MODELID_222668	_4-Aminobutanoate		C4H9NO2	1807178	C_c@MODELID_222668	CYTOSOL	2580657	4abut@MODELID_222668	SPECIE	
1807615	M_clpn_SC_m@MODELID_222668	Cardiolipin, yeast-specific		C7380H13688O1700P200	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580529	clpn_SC@MODELID_222668	SPECIE	
1807614	M_ocdcaACP_m@MODELID_222668	Octadecanoyl-ACP (n-C18:0ACP)		C29H55N2O8PRS	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580649	ocdcaACP@MODELID_222668	SPECIE	
1807613	M_glu_DASH_L_x@MODELID_222668	L-Glutamate		C5H8NO4	1807183	C_x@MODELID_222668	PEROXISOME	2580081	glu_DASH_L@MODELID_222668	SPECIE	
1807612	M_4abut_b@MODELID_222668	_4-Aminobutanoate		C4H9NO2	1807180	C_e@MODELID_222668	BOUNDARY	2580657	4abut@MODELID_222668	SPECIE	
1807603	M_glu_DASH_L_b@MODELID_222668	L-Glutamate		C5H8NO4	1807180	C_e@MODELID_222668	BOUNDARY	2580081	glu_DASH_L@MODELID_222668	SPECIE	
1807602	M_gam6p_e@MODELID_222668	D-Glucosamine 6-phosphate		C6H13NO8P	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580179	gam6p@MODELID_222668	SPECIE	
1807601	M_amp_m@MODELID_222668	AMP		C10H12N5O7P	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580344	amp@MODELID_222668	SPECIE	
1807600	M_glu_DASH_L_n@MODELID_222668	L-Glutamate		C5H8NO4	1807177	C_n@MODELID_222668	NUCLEUS	2580081	glu_DASH_L@MODELID_222668	SPECIE	
1807607	M_indpyr_c@MODELID_222668	Indolepyruvate		C11H8NO3	1807178	C_c@MODELID_222668	CYTOSOL	2580406	indpyr@MODELID_222668	SPECIE	
1807606	M_glu_DASH_L_e@MODELID_222668	L-Glutamate		C5H8NO4	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580081	glu_DASH_L@MODELID_222668	SPECIE	
1807605	M_5aop_m@MODELID_222668	_5-Amino-4-oxopentanoate		C5H9NO3	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580336	5aop@MODELID_222668	SPECIE	
1807604	M_dolp_r@MODELID_222668	Dolichol phosphate		C15H27O4P	1807179	C_r@MODELID_222668	RETICULUM	2580605	dolp@MODELID_222668	SPECIE	
1807595	M_5aop_e@MODELID_222668	_5-Amino-4-oxopentanoate		C5H9NO3	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580336	5aop@MODELID_222668	SPECIE	
1807594	M_4abut_e@MODELID_222668	_4-Aminobutanoate		C4H9NO2	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580657	4abut@MODELID_222668	SPECIE	
1807593	M_lys_DASH_L_e@MODELID_222668	L-Lysine		C6H15N2O2	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580403	lys_DASH_L@MODELID_222668	SPECIE	
1807592	M_cer1_26_c@MODELID_222668	Ceramide-1 (Sphinganine:n-C26:0)		C44H89NO3	1807178	C_c@MODELID_222668	CYTOSOL	2580492	cer1_26@MODELID_222668	SPECIE	
1807599	M_5aop_c@MODELID_222668	_5-Amino-4-oxopentanoate		C5H9NO3	1807178	C_c@MODELID_222668	CYTOSOL	2580336	5aop@MODELID_222668	SPECIE	
1807598	M_5aop_b@MODELID_222668	_5-Amino-4-oxopentanoate		C5H9NO3	1807180	C_e@MODELID_222668	BOUNDARY	2580336	5aop@MODELID_222668	SPECIE	
1807597	M_glu_DASH_L_m@MODELID_222668	L-Glutamate		C5H8NO4	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580081	glu_DASH_L@MODELID_222668	SPECIE	
1807596	M_cmaphis_c@MODELID_222668	_2-[3-Carboxy-3-(methylammonio)propyl]-L-histidine		C11H18N4O4	1807178	C_c@MODELID_222668	CYTOSOL	2580436	cmaphis@MODELID_222668	SPECIE	
1807587	M_3ig3p_c@MODELID_222668	C'-(3-Indolyl)-glycerol 3-phosphate		C11H12NO6P	1807178	C_c@MODELID_222668	CYTOSOL	2580060	3ig3p@MODELID_222668	SPECIE	
1807586	M_thym_b@MODELID_222668	Thymine		C5H6N2O2	1807180	C_e@MODELID_222668	BOUNDARY	2580163	thym@MODELID_222668	SPECIE	
1807585	M_thym_c@MODELID_222668	Thymine		C5H6N2O2	1807178	C_c@MODELID_222668	CYTOSOL	2580163	thym@MODELID_222668	SPECIE	
1807584	M_udpgal_c@MODELID_222668	UDPgalactose		C15H22N2O17P2	1807178	C_c@MODELID_222668	CYTOSOL	2580412	udpgal@MODELID_222668	SPECIE	
1807591	M_gthrd_c@MODELID_222668	Reduced glutathione		C10H16N3O6S	1807178	C_c@MODELID_222668	CYTOSOL	2580292	gthrd@MODELID_222668	SPECIE	
1807590	M_N1sprm_c@MODELID_222668	N1-Acetylspermine		C12H31N4O	1807178	C_c@MODELID_222668	CYTOSOL	2580300	N1sprm@MODELID_222668	SPECIE	
1807589	M_odecoa_c@MODELID_222668	Octadecenoyl-CoA (n-C18:1CoA)		C39H64N7O17P3S	1807178	C_c@MODELID_222668	CYTOSOL	2580282	odecoa@MODELID_222668	SPECIE	
1807588	M_lys_DASH_L_m@MODELID_222668	L-Lysine		C6H15N2O2	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580403	lys_DASH_L@MODELID_222668	SPECIE	
1807643	M_csn_b@MODELID_222668	Cytosine		C4H5N3O	1807180	C_e@MODELID_222668	BOUNDARY	2580386	csn@MODELID_222668	SPECIE	
1807642	M_succ_m@MODELID_222668	Succinate		C4H4O4	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580460	succ@MODELID_222668	SPECIE	
1807641	M_ptd134bp_SC_c@MODELID_222668	phosphatidyl-1D-myo-inositol 3,4-bisphosphate, yeast-specific		C4140H7444O1900P300	1807178	C_c@MODELID_222668	CYTOSOL	2580371	ptd134bp_SC@MODELID_222668	SPECIE	
1807640	M_ptd1ino_SC_c@MODELID_222668	phosphatidyl-1D-myo-inositol, yeast-specific		C4140H7644O1300P100	1807178	C_c@MODELID_222668	CYTOSOL	2580669	ptd1ino_SC@MODELID_222668	SPECIE	
1807647	M_gthrd_m@MODELID_222668	Reduced glutathione		C10H16N3O6S	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580292	gthrd@MODELID_222668	SPECIE	
1807646	M_dcacoa_c@MODELID_222668	Decanoyl-CoA (n-C10:0CoA)		C31H50N7O17P3S	1807178	C_c@MODELID_222668	CYTOSOL	2580420	dcacoa@MODELID_222668	SPECIE	
1807645	M_ptd145bp_SC_c@MODELID_222668	_1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate, yeast-specific		C4140H7444O1900P300	1807178	C_c@MODELID_222668	CYTOSOL	2580618	ptd145bp_SC@MODELID_222668	SPECIE	
1807644	M_3ohodcoa_x@MODELID_222668	_3-Oxooctadecanoyl-CoA		C39H64N7O18P3S	1807183	C_x@MODELID_222668	PEROXISOME	2580166	3ohodcoa@MODELID_222668	SPECIE	
1807635	M_gam6p_b@MODELID_222668	D-Glucosamine 6-phosphate		C6H13NO8P	1807180	C_e@MODELID_222668	BOUNDARY	2580179	gam6p@MODELID_222668	SPECIE	
1807634	M_gam6p_c@MODELID_222668	D-Glucosamine 6-phosphate		C6H13NO8P	1807178	C_c@MODELID_222668	CYTOSOL	2580179	gam6p@MODELID_222668	SPECIE	
1807633	M_fadh2_m@MODELID_222668	Flavin adenine dinucleotide reduced		C27H33N9O15P2	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580088	fadh2@MODELID_222668	SPECIE	
1807632	M_ala_DASH_B_c@MODELID_222668	beta-Alanine		C3H7NO2	1807178	C_c@MODELID_222668	CYTOSOL	2580643	ala_DASH_B@MODELID_222668	SPECIE	
1807639	M_succ_c@MODELID_222668	Succinate		C4H4O4	1807178	C_c@MODELID_222668	CYTOSOL	2580460	succ@MODELID_222668	SPECIE	
1807638	M_succ_e@MODELID_222668	Succinate		C4H4O4	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580460	succ@MODELID_222668	SPECIE	
1807637	M_prfp_c@MODELID_222668	_1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide		C15H21N5O15P2	1807178	C_c@MODELID_222668	CYTOSOL	2580464	prfp@MODELID_222668	SPECIE	
1807636	M_melt_c@MODELID_222668	melibiitol		C12H24O11	1807178	C_c@MODELID_222668	CYTOSOL	2580221	melt@MODELID_222668	SPECIE	
1807627	M_amp_c@MODELID_222668	AMP		C10H12N5O7P	1807178	C_c@MODELID_222668	CYTOSOL	2580344	amp@MODELID_222668	SPECIE	
1807626	M_4mlacac_c@MODELID_222668	_4-Maleylacetoacetate		C8H6O6	1807178	C_c@MODELID_222668	CYTOSOL	2580375	4mlacac@MODELID_222668	SPECIE	
1807625	M_thmpp_c@MODELID_222668	Thiamine diphosphate		C12H16N4O7P2S	1807178	C_c@MODELID_222668	CYTOSOL	2580497	thmpp@MODELID_222668	SPECIE	
1807624	M_thmpp_b@MODELID_222668	Thiamine diphosphate		C12H16N4O7P2S	1807180	C_e@MODELID_222668	BOUNDARY	2580497	thmpp@MODELID_222668	SPECIE	
1807631	M_dutp_c@MODELID_222668	dUTP		C9H11N2O14P3	1807178	C_c@MODELID_222668	CYTOSOL	2580537	dutp@MODELID_222668	SPECIE	
1807630	M_ahdt_c@MODELID_222668	_2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate		C9H12N5O13P3	1807178	C_c@MODELID_222668	CYTOSOL	2580530	ahdt@MODELID_222668	SPECIE	
1807629	M_sertrna_c@MODELID_222668	L-Seryl-tRNA(Ser)		C3H6NO2R	1807178	C_c@MODELID_222668	CYTOSOL	2580597	sertrna@MODELID_222668	SPECIE	
1807628	M_succ_b@MODELID_222668	Succinate		C4H4O4	1807180	C_e@MODELID_222668	BOUNDARY	2580460	succ@MODELID_222668	SPECIE	
1807619	M_2obut_m@MODELID_222668	_2-Oxobutanoate		C4H5O3	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580058	2obut@MODELID_222668	SPECIE	
1807618	M_odecoa_x@MODELID_222668	Octadecenoyl-CoA (n-C18:1CoA)		C39H64N7O17P3S	1807183	C_x@MODELID_222668	PEROXISOME	2580282	odecoa@MODELID_222668	SPECIE	
1807617	M_dolp_c@MODELID_222668	Dolichol phosphate		C15H27O4P	1807178	C_c@MODELID_222668	CYTOSOL	2580605	dolp@MODELID_222668	SPECIE	
