Id	Entry	ScientificName	ParentId	Models
3545990	txid33042	Coprococcus	3545635	
3545991	txid427140	Leuconostoc mesenteroides KFRI-MG	3545992	3914147
3545992	txid1245	Leuconostoc mesenteroides	3545543	
3545993	txid717961	[Eubacterium] siraeum V10Sc8a	3545994	3926756
3545994	txid39492	[Eubacterium] siraeum	2844060	
3545995	txid66692	Bacillus clausii KSM-K16	3545996	3887253
3545996	txid79880	Bacillus clausii	2804466	
3545997	txid345219	Bacillus coagulans 36D1	3545998	3892757
3545998	txid1398	Bacillus coagulans	2804466	
3545999	txid373903	Halothermothrix orenii H 168	3546000	3937386
3546000	txid31909	Halothermothrix orenii	3546001	
3546001	txid32636	Halothermothrix	3546002	
3546002	txid972	Halanaerobiaceae	3546003	
3546003	txid53433	Halanaerobiales	2804451	
3546004	txid1266845	Carnobacterium inhibens subsp. gilichinskyi	3546005	3914170
3546005	txid147709	Carnobacterium inhibens	3545470	
3546006	txid1246365	Streptococcus suis SC070731	3545662	3899404
3546007	txid332949	Enterococcus silesiacus	2930726	3914138
3546008	txid591001	Acidaminococcus fermentans DSM 20731	3546009	3937405
3546009	txid905	Acidaminococcus fermentans	3546010	
3546010	txid904	Acidaminococcus	3546011	
3546011	txid909930	Acidaminococcaceae	3546012	
3546012	txid1843488	Acidaminococcales	3545554	
3546013	txid717982	Auricularia subglabra TFB-10046 SS5	3546014	3786088
3546014	txid1331295	Auricularia subglabra	3546015	
3546015	txid5230	Auricularia	3546016	
3546016	txid5227	Auriculariaceae	3546017	
3546017	txid5226	Auriculariales	3545911	
3546018	txid1193095	Lactobacillus hokkaidonensis	2804473	3910686
3546019	txid66712	Propionibacterium freudenreichii subsp. freudenreichii	3545692	3951577
3546020	txid1201292	Enterococcus faecalis ATCC 29212	2930725	3914126
3546021	txid1328311	Borrelia burgdorferi CA382	3545789	4012173
3546022	txid398511	Bacillus pseudofirmus OF4	3546023	3887257
3546023	txid79885	Bacillus pseudofirmus	2804466	
3546024	txid861360	Glutamicibacter arilaitensis Re117	3546025	3951531
3546025	txid256701	Glutamicibacter arilaitensis	3546026	3951532
3546026	txid1742989	Glutamicibacter	2990088	
3546027	txid1234142	Listeria monocytogenes N53-1	3545525	3893115
3546028	txid1234141	Listeria monocytogenes La111	3545525	3893114
3546029	txid1123523	Staphylococcus aureus subsp. aureus 11819-97	2930697	3893030
3546030	txid1217737	Bacillus thuringiensis HD-789	3545591	3887243
3546031	txid324831	Lactobacillus gasseri ATCC 33323 = JCM 1131	3546032	3910656
3546032	txid1596	Lactobacillus gasseri	2804473	
3546033	txid353496	Lactobacillus delbrueckii subsp. bulgaricus 2038	3546034	3902651
3546034	txid1585	Lactobacillus delbrueckii subsp. bulgaricus	3546035	
3546035	txid1584	Lactobacillus delbrueckii	2804473	
3546036	txid1246	Leuconostoc lactis	3545543	3914154
3546037	txid1574141	Bacillus sp. YP1	2804466	3892770
3546038	txid1385727	Bacillus velezensis NAU-B3	3545747	3887191
3546039	txid1283	Staphylococcus haemolyticus	2930699	3893066
3546040	txid279808	Staphylococcus haemolyticus JCSC1435	3546039	3893065
3546041	txid1284	Staphylococcus hyicus	2930699	3893078
3546042	txid1286	Staphylococcus simulans	2930699	3893084
3546043	txid1288	Staphylococcus xylosus	2930699	3893075 3893077 3893076
3546044	txid177416	Francisella tularensis subsp. tularensis SCHU S4	3545627	3835529
3546045	txid255247	Fictibacillus arsenicus	3545836	3892813
3546046	txid1295	Staphylococcus schleiferi	2930699	3893081 3893080
3546047	txid935198	Clostridium botulinum B str. Eklund 17B (NRP)	3546048	3918100
3546112	txid554373	Moniliophthora perniciosa FA553	3546113	3786092
3546113	txid153609	Moniliophthora perniciosa	3546090	
3546114	txid1090974	Melissococcus plutonius DAT561	3546115	3914140
3546115	txid33970	Melissococcus plutonius	3546116	
3546116	txid33969	Melissococcus	2930727	
3546117	txid1279365	Bacillus thuringiensis serovar kurstaki str. HD73	3545948	3887235
3546118	txid1004952	Streptococcus suis D12	3545662	3899397
3546119	txid1004951	Streptococcus suis ST1	3545662	3899402
3546120	txid882095	Listeria monocytogenes ATCC 19117	3545525	3893111
3546121	txid882094	Listeria monocytogenes L312	3545525	3893112
3546122	txid1435056	Trueperella pyogenes TP8	3546123	3960159
3546123	txid1661	Trueperella pyogenes	3546124	3960158
3546124	txid1069494	Trueperella	3545656	
3546125	txid484770	Pelosinus sp. UFO1	3545594	3937403
3546126	txid1452	Bacillus atrophaeus	2804465	3887204
3546127	txid1435045	Borrelia parkeri HR1	3546128	4012195
3546128	txid141	Borrelia parkeri	3545454	
3546129	txid1246626	Bacillus lehensis G1	3546130	3892762
3546130	txid300825	Bacillus lehensis	2804466	
3546131	txid357809	Lachnoclostridium phytofermentans ISDg	3546132	3926782
3546132	txid66219	Lachnoclostridium phytofermentans	3545781	
3546133	txid869816	Staphylococcus aureus subsp. aureus JKD6159	2930697	3893025
3546134	txid1340847	Streptococcus suis T15	3545662	3899406
3546135	txid882097	Listeria monocytogenes SLCC2376	3545525	3893105
3546136	txid882096	Listeria monocytogenes SLCC5850	3545525	3893106
3546137	txid1336746	Streptococcus pyogenes HSC5	2844039	3897445
3546138	txid1385941	Bifidobacterium breve NCFB 2258	3546139	3960205
3546139	txid1685	Bifidobacterium breve	2930745	
3546140	txid1295826	Lactococcus lactis subsp. cremoris KW2	2930752	3895634
3546141	txid1385940	Bifidobacterium breve JCM 7019	3546139	3960204
3546142	txid931276	Clostridium saccharoperbutylacetonicum N1-4(HMT)	3546143	3923360
3546143	txid1335640	Clostridium saccharoperbutylacetonicum N1-4	3546144	
3546368	txid158846	Megamonas	3546165	
3546369	txid657317	[Eubacterium] rectale M104/1	3546362	3926791
3546370	txid128944	Aerococcus urinaehominis	3545659	3914167
3546371	txid796606	Bacillus methanolicus MGA3	3546372	3892763
3546372	txid1471	Bacillus methanolicus	2804466	
3546373	txid1075106	Bifidobacterium animalis subsp. lactis BLC1	3545537	3960185
3546374	txid1107880	Leuconostoc mesenteroides subsp. mesenteroides J18	3546375	3914146
3546375	txid33967	Leuconostoc mesenteroides subsp. mesenteroides	3545992	
3546376	txid1427374	Streptococcus agalactiae CNCTC 10/84	3545768	3897486
3546377	txid927666	Streptococcus oralis Uo5	3546378	3899424
3546378	txid1303	Streptococcus oralis	2844040	
3546379	txid1132496	Pasteurella multocida subsp. multocida str. HN06	3546380	3810118
3546380	txid44283	Pasteurella multocida subsp. multocida	3545754	
3546381	txid292800	Flavonifractor plautii	3546382	3934743
3546382	txid946234	Flavonifractor	3546383	
3546383	txid186813	unclassified Clostridiales	2804450	
3546384	txid1247189	Streptococcus dysgalactiae subsp. equisimilis 167	3545648	3899419
3546385	txid1087448	Exiguobacterium antarcticum B7	3546386	3893136
3546386	txid132920	Exiguobacterium antarcticum	3545643	
3546387	txid1087451	Corynebacterium pseudotuberculosis 31	3545726	3950824
3546388	txid1087452	Corynebacterium pseudotuberculosis 3/99-5	3545726	3950816
3546389	txid1087453	Corynebacterium pseudotuberculosis 42/02-A	3545726	3950826
3546390	txid1087454	Corynebacterium pseudotuberculosis 1/06-A	3545726	3950825
3546391	txid722911	Bifidobacterium longum subsp. longum F8	3546201	3960175
3546392	txid927704	Selenomonas ruminantium subsp. lactilytica TAM6421	3546393	3937399
3546393	txid114197	Selenomonas ruminantium subsp. lactilytica	3546394	
3546394	txid971	Selenomonas ruminantium	3546164	
3546395	txid198628	Dickeya dadantii 3937	3546396	3809861
3546396	txid204038	Dickeya dadantii	2989551	
3546397	txid1415165	Bacillus amyloliquefaciens LFB112	3545556	3887202
3546398	txid169963	Listeria monocytogenes EGD-e	3545525	3893089
3546399	txid1415167	Bacillus subtilis PY79	2804464	3887180
3546208	txid65553	Sulfurospirillum deleyianum	3546209	
3546209	txid57665	Sulfurospirillum	2992498	
3546210	txid243275	Treponema denticola ATCC 35405	3546211	4012208
3546211	txid158	Treponema denticola	2993395	
3546212	txid243276	Treponema pallidum subsp. pallidum str. Nichols	3545763	4012197 4012198
3546213	txid226900	Bacillus cereus ATCC 14579	3545458	3887217
3546214	txid525919	Anaerococcus prevotii DSM 20548	3546215	3937392
3546215	txid33034	Anaerococcus prevotii	3546216	
3546216	txid165779	Anaerococcus	3546217	
3546217	txid1570339	Peptoniphilaceae	3546218	
3546218	txid1737405	Tissierellales	3546219	
3546219	txid1737404	Tissierellia	2804448	
3546220	txid296543	Thalassiosira pseudonana CCMP1335	3546221	3786143
3546221	txid35128	Thalassiosira pseudonana	3546222	
3546222	txid35127	Thalassiosira	3546223	
3546223	txid29202	Thalassiosiraceae	3546224	
3546224	txid33847	Thalassiosirales	3546225	
3546225	txid33846	Thalassiosirophycidae	3546226	
3546226	txid33836	Coscinodiscophyceae	3546227	
3546227	txid2836	Bacillariophyta	3546228	
3546228	txid33634	Stramenopiles	2804517	
3546229	txid1632	Lactobacillus oris	2804473	3910695
3546230	txid1033837	Lactobacillus kefiranofaciens ZW3	3546231	3910682
3546231	txid267818	Lactobacillus kefiranofaciens	2804473	
3546232	txid1631871	Weissella jogaejeotgali	3546079	3914160
3546233	txid1218175	Bacillus thuringiensis HD-771	3545591	3887242
3546234	txid1111678	Lactococcus lactis subsp. cremoris UC509.9	2930752	3895633
3546235	txid292459	Symbiobacterium thermophilum IAM 14863	3546236	3934706
3546236	txid2734	Symbiobacterium thermophilum	3546237	
3546237	txid2733	Symbiobacterium	3546238	
3546238	txid543349	Symbiobacteriaceae	2804450	
3546239	txid1193576	Staphylococcus aureus subsp. aureus CN1	3546240	3893038
3546176	txid1091045	Propionibacterium acnes subsp. defendens ATCC 11828	3546177	3951569
3546177	txid1905725	Propionibacterium acnes subsp. defendens	3545569	
3546178	txid693746	Oscillibacter valericigenes Sjm18-20	3546179	3934734
3546179	txid351091	Oscillibacter valericigenes	3546180	
3546180	txid459786	Oscillibacter	3546181	
3546181	txid216572	Oscillospiraceae	2804450	
3546182	txid1005042	Streptococcus suis D9	3545662	3899398
3546183	txid407035	Salinicoccus halodurans	3546184	3893087
3546184	txid45669	Salinicoccus	2930700	
3546185	txid1005041	Streptococcus suis SS12	3545662	3899401
3546186	txid1160721	Ruminococcus bicirculans	3545795	3926766
3546187	txid591365	Streptococcus intermedius JTH08	3546188	3899437
3546188	txid1338	Streptococcus intermedius	3546065	
3546189	txid1005058	Gallibacterium anatis UMN179	3546190	3812615
3546190	txid750	Gallibacterium anatis	3546191	
3546191	txid155493	Gallibacterium	2930715	
3546192	txid1570330	Bacillus sp. BH072	2804466	3892767
3546193	txid1230340	Listeria monocytogenes serotype 4b str. LL195	3545525	3893113
3546194	txid1054217	Thermoplasmatales archaeon BRNA1	3546195	4030885
3546195	txid1919231	unclassified Thermoplasmatales (miscellaneous)	3546196	
3546196	txid74967	unclassified Thermoplasmatales	3546197	
3546197	txid2301	Thermoplasmatales	3545516	
3546198	txid5661	Leishmania donovani	3545951	3786155
3546199	txid546342	Staphylococcus aureus subsp. aureus str. JKD6008	2930697	3893026
3546200	txid890402	Bifidobacterium longum subsp. longum BBMN68	3546201	3960172
3546201	txid1679	Bifidobacterium longum subsp. longum	3545976	
3546202	txid759350	Bifidobacterium longum subsp. longum JDM301	3546201	3960171
3546203	txid525897	Desulfomicrobium baculatum DSM 4028	3546204	3864611
3546204	txid899	Desulfomicrobium baculatum	3546205	
3546205	txid898	Desulfomicrobium	3546206	
3546206	txid213116	Desulfomicrobiaceae	3545841	
3546207	txid525898	Sulfurospirillum deleyianum DSM 6946	3546208	3849694
3546240	txid1196216	Staphylococcus aureus subsp. aureus ST72	2930697	
3546241	txid714359	Bacillus thuringiensis BMB171	3545948	3887234
3546242	txid595593	Arthrobacter sp. A3	2991932	3951525
3546243	txid1566358	Paenibacillus sp. IHBB 10380	3545464	3893169
3546244	txid550542	Geobacillus sp. Y412MC52	3545530	3892785
3546245	txid296587	Micromonas commoda	2993365	3785995
3546246	txid1687	Bifidobacterium coryneforme	2930745	3960210
3546247	txid136857	Corynebacterium testudinoris	2844035	3950864
3546248	txid214684	Cryptococcus neoformans var. neoformans JEC21	3545928	3786078
3546249	txid1750719	Kurthia sp. 11kri321	3546250	3893192
3546250	txid1649	Kurthia	3545520	
3546251	txid1300150	Enterococcus mundtii QU 25	3546252	3914135
3546252	txid53346	Enterococcus mundtii	2930726	
3546253	txid681645	Corynebacterium pseudotuberculosis C231	3545726	3950820
3546254	txid1234596	Borrelia garinii NMJW1	3545581	4012176
3546255	txid370355	Entamoeba invadens IP1	3546256	3786119
3546256	txid33085	Entamoeba invadens	3546257	
3546257	txid5758	Entamoeba	3546258	
3546258	txid33084	Entamoebidae	3546259	
3546259	txid555406	Archamoebae	2989849	
3546260	txid370354	Entamoeba dispar SAW760	3546261	3786118
3546261	txid46681	Entamoeba dispar	3546257	
3546262	txid5823	Plasmodium berghei ANKA	3546263	3786126
3546263	txid5821	Plasmodium berghei	3545715	
3546264	txid1398491	Borreliella valaisiana Tom4006	3546265	4012185
3546265	txid62088	Borreliella valaisiana	3545582	
3546266	txid1398490	Borrelia afzelii Tom3107	3545971	4012182
3546267	txid693979	Bacteroides helcogenes P 36-108	3546268	4012288
3546268	txid290053	Bacteroides helcogenes	2990283	
3546269	txid1748	Acidipropionibacterium acidipropionici	3546270	3951581
3546270	txid1912215	Acidipropionibacterium	2990010	
3546271	txid906968	Treponema brennaborense DSM 12168	3546272	4012210
3546272	txid81028	Treponema brennaborense	2993395	
3546273	txid5851	Plasmodium knowlesi strain H	3546274	3786127
3546274	txid5850	Plasmodium knowlesi	3546275	
3546275	txid418103	Plasmodium (Plasmodium)	3545716	
3546276	txid1849031	Exiguobacterium sp. U13-1	3545643	3893138
3546277	txid673518	Bacillus anthracis str. A16R	3545559	3887213
3546278	txid1234679	Carnobacterium maltaromaticum LMA28	3546279	3914169
3546279	txid2751	Carnobacterium maltaromaticum	3545470	
3546280	txid1054460	Streptococcus pseudopneumoniae IS7493	3546281	3899434
3546281	txid257758	Streptococcus pseudopneumoniae	2844040	
3546282	txid79604	Denitrobacterium detoxificans	3546283	3960237
3546283	txid79603	Denitrobacterium	3545479	
3546284	txid186103	Streptococcus pyogenes MGAS8232	3546285	3895642
3546285	txid301451	Streptococcus pyogenes serotype M18	2844039	
3546286	txid1074919	Staphylococcus aureus subsp. aureus ST228	2930697	3893050 3893049 3893048 3893043 3893047 3893046 3893045 3893044
3546287	txid1042163	Brevibacillus laterosporus LMG 15441	3546288	3893141
3546288	txid1465	Brevibacillus laterosporus	3546289	
3546289	txid55080	Brevibacillus	3545465	
3546290	txid1300227	Bifidobacterium longum subsp. longum GT15	3546201	3960176
3546291	txid431895	Monosiga brevicollis MX1	3546292	3786112
3546292	txid81824	Monosiga brevicollis	3546293	
3546293	txid81525	Monosiga	3545533	
3546294	txid444177	Lysinibacillus sphaericus C3-41	3546295	3892803
3546295	txid1421	Lysinibacillus sphaericus	3546296	
3546296	txid400634	Lysinibacillus	2804467	
3546297	txid935697	Corynebacterium pseudotuberculosis CIP 52.97	3545726	3950827
3546298	txid169760	Paenibacillus stellifer	3545464	3893163
3546299	txid931626	Acetobacterium woodii DSM 1030	3546300	3934733
3546300	txid33952	Acetobacterium woodii	3546301	
3546301	txid33951	Acetobacterium	3546302	
3546302	txid186806	Eubacteriaceae	2804450	
3546303	txid1447716	Bifidobacterium kashiwanohense PV20-2	3546304	3960211
3546304	txid630129	Bifidobacterium kashiwanohense	2930745	
3546305	txid984892	Staphylococcus pseudintermedius ED99	3546306	3893072
3546306	txid283734	Staphylococcus pseudintermedius	2930699	
3546307	txid1447715	Bifidobacterium pseudolongum PV8-2	3546308	3960213
3546308	txid1694	Bifidobacterium pseudolongum	2930745	
3546309	txid1423138	Bacillus velezensis SQR9	3545747	3887193
3546310	txid694068	Fomitiporia mediterranea MF3/22	3546311	3786089
3546311	txid208960	Fomitiporia mediterranea	3546312	
3546312	txid167346	Fomitiporia	3546313	
3546313	txid40424	Hymenochaetaceae	3546314	
3546314	txid139380	Hymenochaetales	3545911	
3546315	txid198466	Streptococcus pyogenes MGAS315	3545939	3895643
3546316	txid1206105	Enterococcus faecalis D32	2930725	3914123
3546317	txid759620	Weissella ceti	3546079	3914158 3914157 3914156
3546318	txid206672	Bifidobacterium longum NCC2705	3545976	3960166
3546319	txid1185653	Planococcus antarcticus DSM 14505	3546320	3893187
3546320	txid161360	Planococcus antarcticus	3545519	
3546321	txid137071	Plasmodium falciparum HB3	3546322	3786123
3546322	txid5833	Plasmodium falciparum	3546323	
3546323	txid418107	Plasmodium (Laverania)	3545716	
3546324	txid370551	Streptococcus pyogenes MGAS9429	3546325	3895648
3546325	txid342023	Streptococcus pyogenes serotype M12	2844039	
3546326	txid1030009	Listeria monocytogenes M7	3545525	3893099
3546327	txid370553	Streptococcus pyogenes MGAS2096	3546325	3895647
3546328	txid370552	Streptococcus pyogenes MGAS10270	3546329	3895645
3546329	txid404330	Streptococcus pyogenes serotype M2	2844039	
3546330	txid370554	Streptococcus pyogenes MGAS10750	3546331	3895646
3546331	txid404331	Streptococcus pyogenes serotype M4	2844039	
3546332	txid1075089	Pasteurella multocida 36950	3545754	3810120
3546333	txid526218	Sebaldella termitidis ATCC 33386	3546334	4012267
3546334	txid826	Sebaldella termitidis	3546335	
3546335	txid32068	Sebaldella	3546336	
3546336	txid1129771	Leptotrichiaceae	2993149	
3546337	txid378753	Kocuria rhizophila DC2201	3546338	3951534
3546338	txid72000	Kocuria rhizophila	3545640	
3546339	txid280463	Emiliania huxleyi CCMP1516	3546340	3786149
3546340	txid2903	Emiliania huxleyi	3546341	
3546341	txid2902	Emiliania	3546342	
3546342	txid418966	Noelaerhabdaceae	3546343	
3546343	txid73020	Isochrysidales	3546344	
3546344	txid2830	Haptophyceae	2804517	
3546345	txid657310	Enterococcus sp. 7L76	2930726	3914133
3546346	txid657308	Gordonibacter pamelaeae 7-10-1-b	3546347	3960235
3546347	txid471189	Gordonibacter pamelaeae	3546348	
3546348	txid644652	Gordonibacter	3545479	
3546349	txid526224	Brachyspira murdochii DSM 12563	3546350	4012239
3546350	txid84378	Brachyspira murdochii	3546099	
3546351	txid1406863	Staphylococcus aureus subsp. aureus Z172	2930697	3893042
3546352	txid657323	Ruminococcus sp. SR1/5	3545795	3926765
3546353	txid985006	Staphylococcus aureus subsp. aureus LGA251	2930697	3893035
3546354	txid657321	Ruminococcus bromii L2-63	3546355	3926763
3546355	txid40518	Ruminococcus bromii	3545795	
3546356	txid411555	Borrelia afzelii K78	3545971	4012183
3546357	txid985002	Staphylococcus argenteus	2930699	3893060
3546358	txid657313	Ruminococcus torques L2-14	3546359	3926781
3546359	txid33039	[Ruminococcus] torques	3546360	
3546360	txid572511	Blautia	3545635	
3546361	txid657318	[Eubacterium] rectale DSM 17629	3546362	3926790
3546362	txid39491	[Eubacterium] rectale	3546363	
3546363	txid186928	unclassified Lachnospiraceae	3545635	
3546364	txid288681	Bacillus cereus E33L	3545458	3887219
3546365	txid657319	[Eubacterium] siraeum 70/3	3545994	3926757
3546366	txid657316	Megamonas hypermegale ART12/1	3546367	3937402
3546367	txid158847	Megamonas hypermegale	3546368	
3546400	txid751585	Coprococcus sp. ART55/1	3545990	3926777
3546401	txid1042403	Bifidobacterium animalis subsp. lactis CNCM I-2494	3545537	3960186
3546402	txid59374	Fibrobacter succinogenes subsp. succinogenes S85	3546403	4012277 4012276
3546403	txid834	Fibrobacter succinogenes subsp. succinogenes	3546404	
3546404	txid833	Fibrobacter succinogenes	3546405	
3546405	txid832	Fibrobacter	3546406	
3546406	txid204431	Fibrobacteraceae	3546407	
3546407	txid218872	Fibrobacterales	3546408	
3546408	txid204430	Fibrobacteria	3546409	
3546409	txid65842	Fibrobacteres	2843990	
3546410	txid563174	Listeria monocytogenes L99	3545525	3893100
3546411	txid702459	Bifidobacterium bifidum PRL2010	3545737	3960197
3546412	txid227321	Aspergillus nidulans FGSC A4	3546413	3786051
3546413	txid162425	Aspergillus nidulans	2990362	
3546414	txid1042417	Brachyspira pilosicoli P43/6/78	3546415	4012242
3546415	txid52584	Brachyspira pilosicoli	3546099	
3546416	txid202752	Listeria ivanovii subsp. londoniensis	3545914	3893133 3893132
3546417	txid67593	Phytophthora sojae	3546418	3786147
3546418	txid4783	Phytophthora	3546419	
3546419	txid4776	Peronosporales	3546420	
3546420	txid4762	Oomycetes	3546228	
3546421	txid747525	Heterobasidion irregulare TC 32-1	3546422	3786086
3546422	txid984962	Heterobasidion irregulare	3546423	
3546423	txid256003	Heterobasidion annosum species complex	3546424	
3546424	txid13562	Heterobasidion	3546425	
3546425	txid40420	Bondarzewiaceae	3545910	
3546426	txid333849	Enterococcus faecium DO	3545689	3914129
3546427	txid1906741	Jeongeupia sp. USM3	3546428	3839827
3546428	txid885864	Jeongeupia	2990343	
3546429	txid1001534	Francisella tularensis subsp. tularensis TI0902	3545627	3835534
3546430	txid1001542	Francisella tularensis subsp. tularensis TIGB03	3546429	3835536
3546431	txid1316933	Lactobacillus rhamnosus LOCK900	3546432	3910675
3546432	txid47715	Lactobacillus rhamnosus	2804473	
3546433	txid1116231	Streptococcus macedonicus ACA-DC 198	3546434	3899435
3546434	txid59310	Streptococcus macedonicus	2844040	
3546435	txid1001583	Lactobacillus brevis KB290	3546436	3902653
3546436	txid1580	Lactobacillus brevis	2804473	
3546437	txid936046	Agaricus bisporus var. bisporus H97	3546438	3786097
3546438	txid192523	Agaricus bisporus var. bisporus	3546439	
3546439	txid5341	Agaricus bisporus	3546440	
3546440	txid5340	Agaricus	3546441	
3546441	txid5339	Agaricaceae	3545872	
3546442	txid759914	Brachyspira pilosicoli 95/1000	3546415	4012240
3546443	txid1001582	Bacillus amyloliquefaciens LL3	3545556	3887197
3546444	txid759913	Streptococcus dysgalactiae subsp. equisimilis AC-2713	3545648	3899418
3546445	txid161899	Corynebacterium singulare	2844035	3950858
3546446	txid1046629	Streptococcus salivarius 57.I	3546055	3899430
3546447	txid161896	Corynebacterium camporealensis	2844035	3950861
3546448	txid886882	Paenibacillus polymyxa SC2	3545463	3893145
3546449	txid1046624	Lactococcus lactis subsp. lactis IO-1	3500013	3895608
3546450	txid59505	Actinotignum schaalii	3546451	3960160
3546451	txid1653174	Actinotignum	3545656	
3546452	txid1288295	Listeria monocytogenes 6179	3545525	3893121
3546453	txid575614	Prevotella sp. oral taxon 299 str. F0039	3546454	4014331
3546454	txid652716	Prevotella sp. oral taxon 299	3545564	
3546455	txid1194085	Staphylococcus aureus subsp. aureus SA40	2930697	3893039
3546456	txid391295	Streptococcus suis 05ZYH33	3545662	3899391
3546457	txid280699	Cyanidioschyzon merolae strain 10D	3546458	3786000
3546458	txid45157	Cyanidioschyzon merolae	3546459	
3546459	txid45156	Cyanidioschyzon	2993030	
3546460	txid391296	Streptococcus suis 98HAH33	3545662	3899392
3546461	txid1345695	Clostridium saccharobutylicum DSM 13864	3546462	3923364
3546462	txid169679	Clostridium saccharobutylicum	2804444	
3546463	txid940190	Melissococcus plutonius ATCC 35311	3546115	3914139
3546464	txid747676	Melampsora larici-populina 98AG31	3546465	3786106
3546465	txid203908	Melampsora larici-populina	3546466	
3546466	txid5260	Melampsora	3546467	
3546467	txid5259	Melampsoraceae	2990496	
3546468	txid592021	Bacillus anthracis str. A0248	3545559	3887210
3546469	txid592022	Bacillus megaterium DSM 319	2844008	3887259
3546470	txid211110	Streptococcus agalactiae NEM316	3546471	3897473
3546471	txid216495	Streptococcus agalactiae serogroup III	3545768	
3546472	txid272564	Desulfitobacterium hafniense DCB-2	3546473	3934710
3546473	txid49338	Desulfitobacterium hafniense	3546474	
3546474	txid36853	Desulfitobacterium	3546475	
3546475	txid186807	Peptococcaceae	2804450	
3546476	txid272567	Geobacillus stearothermophilus 10	3546477	3892792
3546477	txid1422	Geobacillus stearothermophilus	3545530	
3546478	txid760011	Sphaerochaeta coccoides DSM 17374	3546479	4012223
3546479	txid273376	Sphaerochaeta coccoides	3546480	
3546480	txid399320	Sphaerochaeta	2991142	
3546481	txid170187	Streptococcus pneumoniae TIGR4	3545512	3897447
3546482	txid1341656	Francisella tularensis subsp. tularensis str. SCHU S4 substr. NR-28534	3546044	3835530
3546483	txid936156	Bacillus subtilis BSn5	2804464	3887177
3546484	txid936154	Streptococcus parauberis KCTC 11537	3546485	3899425
3546485	txid1348	Streptococcus parauberis	2844040	
3546486	txid936153	Enterococcus faecalis 62	2930725	3914121
3546487	txid403677	Phytophthora infestans T30-4	3546488	3786146
3546488	txid4787	Phytophthora infestans	3546418	
3546489	txid993512	Streptococcus suis A7	3545662	3899396
3546490	txid272621	Lactobacillus acidophilus NCFM	3545499	3902640
3546491	txid1341694	Bifidobacterium indicum LMG 11587 = DSM 20214	3546492	3960214
3546492	txid1691	Bifidobacterium indicum	2930745	
3546493	txid272622	Lactococcus lactis subsp. cremoris SK11	2930752	3895611
3546494	txid547043	Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505	3546495	3960217
3546495	txid28026	Bifidobacterium pseudocatenulatum	2930745	
3546496	txid1231072	Clostridium tetani 12124569	3546497	3918093
3546497	txid1513	Clostridium tetani	2804444	
3546498	txid272626	Listeria innocua Clip11262	3546499	3893126
3546499	txid1642	Listeria innocua	3545526	
3546500	txid1095955	Treponema pallidum subsp. pallidum str. Sea 81-4	3545763	4012203
3546501	txid387344	Lactobacillus brevis ATCC 367	3546436	3902652
3546502	txid358681	Brevibacillus brevis NBRC 100599	3546503	3893140
3546503	txid1393	Brevibacillus brevis	3546289	
3546504	txid1308980	Klebsiella michiganensis HKOPL1	2989583	3805328
3546505	txid633147	Olsenella uli DSM 7084	3546506	3960239
3546506	txid133926	Olsenella uli	3546507	
3546507	txid133925	Olsenella	3545847	
3546508	txid1071400	Lactobacillus buchneri CD034	3546509	3910681
3546509	txid1581	Lactobacillus buchneri	2804473	
3546510	txid129338	Geobacillus subterraneus	3545530	3892793
3546511	txid71999	Kocuria palustris	3545640	3951535
3546512	txid59729	Taeniopygia guttata	3546513	3785852
3546513	txid59728	Taeniopygia	3546514	
3546514	txid40155	Estrildinae	3546515	
3546515	txid37611	Estrildidae	3546516	
3546516	txid175121	Passeroidea	2990883	
3546517	txid760154	Sulfurospirillum barnesii SES-3	3546518	3849695
3546518	txid44674	Sulfurospirillum barnesii	3546209	
3546519	txid645463	Clostridioides difficile R20291	2972017	3934701
3546520	txid1399115	Exiguobacterium sp. MH3	3545643	3893137
3546521	txid645462	Clostridioides difficile CD196	2972017	3934700
3546522	txid1276282	Staphylococcus pasteuri SP1	3546523	3893074
3546523	txid45972	Staphylococcus pasteuri	2930699	
3546524	txid203120	Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293	3546375	3914145
3546525	txid137591	Weissella cibaria	3546079	3914159
3546526	txid1268072	Paenibacillus sabinae T27	3546527	3893155
3546527	txid365617	Paenibacillus sabinae	3545464	
3546592	txid5719	Parabasalia	2804517	
3546593	txid768494	Bacillus anthracis str. H9401	3545559	3887211
3546594	txid158190	Sphaerochaeta pleomorpha str. Grapes	3546595	4012224
3546595	txid1131707	Sphaerochaeta pleomorpha	3546480	
3546596	txid518635	Bifidobacterium angulatum DSM 20098 = JCM 7096	3546597	3960215
3546597	txid1683	Bifidobacterium angulatum	2930745	
3546598	txid518634	Bifidobacterium breve DSM 20213 = JCM 1192	3546139	3960207
3546599	txid768486	Enterococcus hirae ATCC 9790	3546600	3914132
3546600	txid1354	Enterococcus hirae	2930726	
3546601	txid1432056	Mannheimia sp. USDA-ARS-USMARC-1261	2989874	3812596
3546602	txid158189	Sphaerochaeta globosa str. Buddy	3546603	4012222
3546603	txid1131703	Sphaerochaeta globosa	3546480	
3546604	txid891391	Lactobacillus acidophilus 30SC	3545499	3902641
3546605	txid403957	Virgibacillus sp. SK37	3546153	3892808
